	id	leg_term	desc	pos_tag	term_root
503	17688770456612924	үр ашигтай нээлт	тухайн үеийн техник, технологийн түвшинд ашиглахад эдийн засгийн үр ашигтай газрын тосны хуримтлал бүхий хураагуурыг	NM	нээлт
1018	17688770464984472	халдваргүйжүүлэлт	хүний болон амьтны биеийн гадаргуу дээр, эсхүл гар тээш, ачаа, чингэлэг, тээврийн хэрэгсэл, бараа, шуудангийн илгээмжийн дотор болон гадна хэсэгт байгаа халдвар үүсгэгчийг физик болон химийн аргаар устгах, эсхүл тоог цөөрүүлэх арга хэмжээ авахыг	NM	халдваргүйжүүлэлт
783	17688770460995642	шүүгчийн захирамж	захиргааны хэрэг шүүхэд хянан шийдвэрлэх ажиллагааны явцад шүүгчээс дангаараа гаргасан шийдвэрийг	NM	захирамж
433	17688770455841427	тээврийн хэрэгсэл	бараа болон зорчигчийг улс хооронд тээвэрлэж гаалийн хилээр 6 сараас дээшгүй хугацаагаар нэвтрэх бүх төрлийн тээврийн хэрэгсэл, түүний дотор чингэлэг, ердийн хөсөг, тухайн аяллын хугацаанд тээврийн хэрэгсэлд шаардагдах шатахуун, тосолгооны материал, сэлбэгийг	NM	хэрэгсэл
975	17688770464526114	мэдээллийн систем	нийтийн мэдээллийн ил тод байдлын тухай хуулийн 411-д заасныг	NM	систем
759	17688770460107173	тээврийн хэрэгсэл	хүн, ачаа, суурилагдсан тоног төхөөрөмжийг замаар тээвэрлэхэд зориулсан хэрэгслийг	NM	хэрэгсэл
672	17688770459069344	хөвөлтөд тохирсон	тухайн төрөл, зориулалтын хөлөг онгоц экологи, аюулгүйн болон техникийн дүрмийн шаардлага хангасан, аюулгүй аялахад зайлшгүй шаардлагатай бүрэн бүрэлдэхүүнтэй мэргэжлийн баг, бүх төрлийн нөөц, тоног төхөөрөмжөөр хангагдсан байдлыг	NM	тохирсон
674	17688770459061758	хөлөг онгоцны баг	хөлөг онгоцны аюулгүй ажиллагааг хангах үүрэг бүхий мэргэжлийн бүрэлдэхүүнийг	NM	баг
940	17688770463087466	регистрийн дугаар	монгол улсын иргэний төрсөн он, сар, өдөр, хүйсийн талаарх мэдээллийг тусгасан 2 үсэг, 8 орон бүхий тооноос бүрдсэн, үл давхардах нийлмэл кодыг	NM	дугаар
808	17688770462563054	фонограмм бүтээгч	тоглолтын болон бусад дуу авиа бүхий, эсхүл тэдгээрийн илэрхийллийн анхны бичлэгийг санаачлан хийсэн, уг бичлэгийн тухайд эрх эдэлж, үүрэг хүлээх хувь хүн, хуулийн этгээдийг	NM	бүтээгч
147	17688770452169510	эрсдэлийн үнэлгээ	импортлогч орны нутаг дэвсгэрт эмгэг төрүүлэгч зүйлүүд нэвтрэн орох, тархахаас үүдэн гарах биологи, эдийн засгийн үр дагаварыг тодорхойлон үнэлэх үйл ажиллагааг	NM	үнэлгээ
199	17688770452792713	санхүүгийн баримт	нягтлан бодох бүртгэлийн данс, өмч, хөрөнгө, өр төлбөр, орлого, зарлагын анхан шатны баримт, нягтлан бодох бүртгэлийн журнал, туслах болон ерөнхий дэвтэр, тодруулга болон аж ахуй нэгж, байгууллагын санхүү, эдийн засгийн холбогдох тайлан, бусад баримт бичгийг	NM	баримт
318	17688770454475147	давамгайлах огноо	мэдүүлгийн анхдагч огнооноос өмнө парисын конвенцийн гишүүн болон дэлхийн худалдааны байгууллагын гишүүн аль нэг улсад уг барааны тэмдгийг бүртгүүлэхээр мэдүүлсэн он, сар, өдөр, эсхүл парисын конвенцийн 11 дүгээр зүйлд заасан он, сар, өдрийг	NM	огноо
764	17688770460103000	зам тээврийн осол	зам дээр тээврийн хэрэгслийн хөдөлгөөнөөс үүдэн хүний амь нас, эрүүл мэнд хохирох, тээврийн хэрэгсэл болон зам, замын байгууламж эвдэрч гэмтэх, ачаа болон бусад эд хөрөнгийн хохирол учрахыг	NM	осол
492	17688770456616730	туслан гүйцэтгэгч	газрын тостой холбогдсон үйл ажиллагааны тодорхой хэсгийг гүйцэтгэхээр гэрээлэгчтэй, эсхүл оператор компанитай гэрээ байгуулсан, монгол улсад бүртгэлтэй, татвар төлөгч хуулийн этгээдийг	NM	гүйцэтгэгч
496	17688770456617036	бүтээн байгуулалт	олборлолтын байгууламж, дамжуулах хоолой, дэд бүтцийг хүргэлтийн цэг хүртэл барихыг	NM	байгуулалт
876	17688770462812041	паркийн удирдлага	паркийн үйл ажиллагааг удирдан зохион байгуулах, хэвийн үйл ажиллагаа явуулах орчин, нөхцөлөөр хангах чиг үүрэгтэй хуулийн этгээдийг	NM	удирдлага
258	17688770453754652	эрсдэлийн үнэлгээ	хүн, амьтан, ургамал болон байгаль орчинд хими, биологи, физикийн хүчин зүйлээс үзүүлж болзошгүй нөлөөлөл, мөн гамшиг болон аюулын нөлөөллийг урьдчилан тодорхойлох үйл ажиллагааг	NM	үнэлгээ
